content,score,Label
"Sebagian orang pasti sangat bergantung pada WhatsApp,. Termasuk saya, namun sudah 2x nomor saya di blokir secara permanen oleh pihak WhatsApp, Dangan alasan melanggar aturan privasi dan lain sebagainya,. Padahal saya sebagai pengguna tidak pernah melakukan pelanggaran apapun, saya hanya menggunakan WhatsApp seperti orang pada umumnya namun pihak WhatsApp tidak mau menanggapi hal itu lebih lanjut,. I am very dissapointed with the current WhatsApp messenger!!.",1,negatif
Whatapp rusak erro.,1,negatif
Oy wa lol lu kenapa hapus bug Wa.me/settings dah lah Anjj lu wa,1,negatif
Memper barui watsapp,1,negatif
Sangat mudah banget untuk berkoneksi👍,5,positif
Tks bos,4,positif
GAA JELASS,1,negatif
maap b 1 cwe di kontak gw pada nyakitin,1,negatif
kembalikan wa versi dulu sekarang bnyak berubah nya,1,negatif
Lancar,4,positif
"kecewa banget sama whatsApp chat saya tiba' hilang ke riset semuaaa, padahal ga mencet apa' ini gimana tolong cara ngembaliin chat saya",1,negatif
Knpa say tk boleh mndowload i watshapp in,5,positif
Sangat bagus,5,positif
We developer Kembalikan WA seperti dulu Yg dulu SW nya jd Sekarang jadi blurr Ku mohon 🙏🙏🙏🙏🙏🙏🙏 Mudah² di bales,3,netral
assalamualaikum,5,positif
Kenapa hasil upload video kualitas terbaik hasil nya ke video pake kamera hp Nokia N70 parah,1,negatif
Bagus,5,positif
Bgus,5,positif
"Tolong bagi yg buat aplikasi ini,klo gk bisa memperbagus apk nya seenggak nya jangan nambah susah,berbagai macam bug,miris,setelah diperbaharuin bukan memperbagus tapi memperburuk",1,negatif
"Ini kenapa kalo hapus chat dari orang lain.. poto, vidio dan file yg udh pernah di download dari chat tersebut jadi ikutan ke hapus juga di galery hp 😣 dulu2 engga bgitu sekarang wa banyak eror nya.. kualitas menurun sehabis di update.. payaahhhhhhhh",1,negatif
Wa nya ngeleg knpa ya??,1,negatif
Bagus,5,positif
Luar biasa sya suka banget,5,positif
Bagus,5,positif
Kenapa setelah di upgrade tambah banyak masalah 😡😡😡,5,positif
Bagus banget,5,positif
Mau bergabung ke grup,2,positif
"Alhamdulillah,, akun saya sudah kembali dipulihkan kembali,, terimakasih,",5,positif
Tolong perbaiki bug soal nya telat kirim pesan padahal jaringan bagus sinyal juga tapi kenapa telat tolong perbaiki,1,negatif
Akun saya terblokir Mohon agar kiranya diaktifkan kembali.,5,positif
Sekedar saran kalau mau update tolang chat umum di pisah dengan grub biar ada beda mana chat pribadi mana chat grub,1,negatif
Kebanyakan upgrade jadi mabok whatsapp nya setiap video call selalu terjeda kalau keluar dari whatsapp,1,negatif
Ok wae,1,negatif
"bad, so bad.",1,negatif
Hilangin mode matikan kamera saat Vido call itu sangat menggangu,2,positif
Mantab,5,positif
Di updet makin pusing,2,positif
WhatsApp sekarang blm update apa gimana ya min ?,5,positif
Suka krna setiap memosting sellu bisa,5,positif
"Pasca update, malah banyak minus dan bug-nya... Sangat kecewa...",1,negatif
Kenapa ya selalu susah kaloai di update? Tolong bantuanya,3,netral
"Kok Nomor saya sering diblok ya sama pihak whatsapp ,, padahal saya tidk pernah spam / melanggar kebijakan ,, sampai sekarangpun nomor whatsapp saya masih terblokir oleh pihak whatsapp ,, pliss kembaliin akun whatsapp saya sudah sering saya mengalami seperti itu ,,,... Akan tetapi hal yang 1 ini tidk bisa diperbaikii...😭😭😭",1,negatif
Tambakan fitur live streaming,1,negatif
Kok punya saya tidak bisa vn?,5,positif
PutriLestiLestari,5,positif
Oke lah banyak banget update nya,5,positif
Saat berima vc terjeda eh pas mau dinyalakan ulang kamera nga bisa terjeda terusss sebel sih,3,netral
Cakep,5,positif
"tolong bgt, saat saya mengunggah video/foto di status janganlah diturunkan kualitas nya😭, jadi pecah videonya😭",2,positif
"Saya kasih bintang 1 dulu, karena akun whatsapp saya masih diblokir",1,negatif
Sangat puas,5,positif
Bagus,5,positif
Hapus fitur 1x bang🙏,5,positif
Sangat bagus,5,positif
WhatsApp messnger W,3,netral
kenapa akun whtsapp saya ke blokir. saya ingin memulihkn data whtsap,2,positif
Gw ga kasih bintang karena udh ga jls apalagi pas di update semakin pea aja aplikasinya gede banget lagi buat aplikasi nya apa si yg di tambah pea banget yang bikin ga bisa 0 sih bintang nya yaudah kasih 1 aja biar sadar jangan terlalu di update mulu,1,negatif
"Tolong lah WhatsApp messenger paketan gw masih ada, tp kenapa ngejam terus tolong jangan sampe gw WhatsApp messenger jelek",1,negatif
Wa burik up status turun mulu resolusi nya heran dah,1,negatif
Daya puas dengan ini,5,positif
Sering eror,1,negatif
WhatsApp chat status chat status chat,5,positif
"Wahhh makin kesini makinn wowww, ada fitur yang sy tunggu tunggu, sekarang whatsaap bisa kunci chat",5,positif
Sangat bagus,5,positif
"Luar biasa ,,,,",5,positif
Status wa nya eror deh,1,negatif
babiii,1,negatif
Alhamdulillah abdi tos tiasa ngaplod,5,positif
👍,2,positif
Kirim via dokumen mending dibuat kek dulu bisa langsung banyak sekaligus,1,negatif
Kok lama dapet update Tan terbaru,3,netral
Keren sih tapi kenapa ya setelah di update jadi ada beberapa bug kayak pas nge ganti nama kontak orang tuh status WhatsApp orang yg namanya di ganti jadi ilang kenapa? Aku jadi bingung 😕😕😕😕😕😕😕😕😕😕😕,4,positif
Kurang puas sih pake wa skrng karna setiap uprage pasti ada aja bug baru nya. Apalagi pas vc padah vidio tidak terjeda tiba2 terjeda sendiri. Trus tolong buat status wa kok agak kurang bgus hasilnya.,3,netral
setelah diperbarui tidak bisa mengirim audio dalam chat,5,positif
"bro Adain live di wa donk, biar g bosen ngab🥺🥺🥺🥺🙏🏻🙏🏻🙏🏻🙏🏻",4,positif
Waktu download nya lama bgt,4,positif
"Min minta tolong di upgrade aplikasi nya supaya pas upload stori hasilnya ngga blur dan pecah"" soalnya pas dikamera asli hp hasil video foto bagus pas dibikin stori jadi blur dan pecah"" terimakasih",3,netral
Kamu nanya,5,positif
Ini kenapa wa baru selesai diupdate malah macet,3,netral
Wa sekarang gak jelas bang nomer saya di blokir terus sudah beli nomer 2 kali di blokir terus,1,negatif
"Tolong diperbaiki lagi,habis update kok malah eror,foto profil hilang sendiri tanpa dihapus pemilik,tolong diperbaiki lagi semakin lama semakin eror terus",1,negatif
Mantap,1,negatif
Kok lama ya intalnya,3,netral
Bagus,5,positif
Yes I do,3,netral
Whatsapp ni kok selalu penuh apa sebabnya?,5,positif
👍,5,positif
Ok,5,positif
Mantap 🗿,5,positif
WA nya di aktivkan,5,positif
Mantep,3,netral
cukup puas,4,positif
"Saya tak dpt menginstall berbagai aplikasi whatsapp,saya sudah lapor masalah nya apa tapi laporan masalah saya tak pernah di respon...,mohon bantuan nya",1,negatif
Ini sangat bagus sekali aku ketagihan iniiii sangjsnsnsnsushsushsgwysbsusbsusbsushushsueheuehwihdianagwheisbsushauahauwgywvaygayagayagyagatgsusjdidjdudjushdududysysydydudususususususususushshsusususususuwhwnwjehehehehsudhsushsushushsuhsushsuhshahshshdushsusuwuhsushsushushsuhsushs7shsushususushsuususdusydy4hd73hduebduebxuebxurbuxbexubebxuebxhbexhbeuxbuebduebduebxuebxuebxuhexuhedgegsyebuxbeydbeubxuebxubexuvexubexuuebxexbuebxubexbube0udbu3bdubedubeudbeubudbeubxubeubiebdubirh3ihdi3jdi3h3idhuuuujanj,5,positif
Jos,5,positif
Busy,5,positif
Watsaaap koyoo kontol diluk² apdet w.a Yoo asu,1,negatif
tidak bisa membantu ubah kata sandi verifikasi 2 langkah yang lupa.,1,negatif
Aplikasi ini bagus bngt,5,positif
sangat menyenangkan,5,positif
Tau,5,positif
Lemot tidak bisa ddonlot,2,positif
Kren wajib download,5,positif
Kenapa wa harus diperbaharui katanya tambah bagus eh malah🥲...........,1,negatif
Good App,5,positif
Mengemudi,4,positif
"Sangat bagus,aplikasi ini berguna bangett utk smua orggg",5,positif
Kalian jangan pernah download aplikasi ini karena ntar menyesal Saaya download aplikasi ini Terus ada tulisan unistal saya gak tau tuh terus sama saya kepencet eh malah ke hapus terus suruh download lagi washaap kek anj,2,positif
Makacih,5,positif
Vidio.kongfu.seksual,4,positif
good job,5,positif
"Aplikasi yg mempermudah seseorang utk berkirim pesan, video, voice note, dan video call, aplikasi yg sangat membantu, tingkatkan terus pelayanan yg terbaik.",5,positif
Aplikasi kaga jelas tiba tiba keblokir sendiri padahal nomer baru aplikasi sampah,1,negatif
Asep apo,4,positif
Balikan akun sya.. Kenapa akun sy di hak..kan sy tdk melalkukan spam atw ap pun..sya mhon kembalikan akun sy bang 🙏🙏🙏,1,negatif
"Apanya yang harus di update ketika server nya ngeleg, bego kali ya",1,negatif
tolong utk video/foto di status tolong kualitasnya di turunin dong.. masa setiap bikin sw yg tdinya jernih mlh jd blur.. tolong min perbaiki,1,negatif
"min, kapan Whatsapp ada fitur filter nya",5,positif
Keren,5,positif
Cape dah wa keriset mulu udh dua kali,5,positif
Mudah dan vepat terhubung,3,netral
sebenarnya sih enak aja pakai aplikasi ini tapi ilangin bug wa.me/settings,3,netral
Kulibagunan,5,positif
Kenapa no baru tidak bisa wa,5,positif
Biasalah bagus,5,positif
WhatsApp in sangat membantu,5,positif
Bagus banget,5,positif
Mantap bosss fiturnya jadi keren lagi 👍😎✨,5,positif
Sangat recomended aplikasinya karna bisa berhubungan dengan teman / saudara dengan puas....,5,positif
Mantap bangat,5,positif
Oke,1,negatif
"Banyak bug. fitur picture in picture tdk bisa digunakan. sekalinya bisa, ketika floating window dipencet akan menghilang tiba2. sticker yang ditambahkan ke favorit selalu menghilang padahal saya selalu backup otomatis setiap minggu dan backup selalu lancar.",1,negatif
Sering BUG video terjeda saat panggilan video.,1,negatif
Bagus,4,positif
Waw bagus banget aplikasi ini,5,positif
Sangat baik,5,positif
Ppp,5,positif
Kurang bagus dan tidak bisa memverifikasi kode atau mengirim,4,positif
Apa artinya bang messi?,1,negatif
Saya suka sekali makasih yang indah buat whatsApp ini,5,positif
Selamat siang,5,positif
baik,1,negatif
"Kaka ini gimana, saya ganti hp dan install di hp saya yg baru tp tidak bisa masuk ke aplikasi WhatsApp dg nomor saya yg terdaftar di perangkat sebelumnya, mohon tuntunannya",1,negatif
Nice,5,positif
Giyati💑😍,1,negatif
"Sering troble kalau buat vc, tiba tiba kluar sendiri, video terjeda",1,negatif
WA sepi kek kuburan,1,negatif
👍👍👍👍,5,positif
ditambahin fitur tema yg pinky pinky tmbh bagus nnti whatsapp nyaa,3,netral
Kenapa wa saya gabisa digunakan y,4,positif
WhatsApp Terlalu selebeww,5,positif
"Buuueeeening buuanget......,kalau pas sinyal pull 🤭🤭",5,positif
Sangat bagus,3,netral
Plis buat foto profil nyabisa bergerak donk,4,positif
Nda bahaya ta,5,positif
"Apk rusak,Jan download rugii",1,negatif
Wa ini sangat bangus🤓,5,positif
uhui,3,netral
"Update bukan nya tambah bagus malah berkurang fiturnya, setiap kali update status video selalu ga bisa full di video kedua misalkan video 1menit biasnya bisa dibagi 30 detik 30detik sekarang udah ga bisa selalu ada keterangan tidak dapat menunggah video",1,negatif
Aplikasi ini sangat bagus,5,positif
Aplikasi ini bagus banget dan seru ngechat nya aku suka deh😃😃😃😀😀 aku suka banget dan boleh liat statusnya masih di dalam negeri dan notif di kota manado di di Yogyakarta dan ada juga yang baru saja selesai aku tidak tahu bagaimana cara melakukan budidaya ternak yang baru masuk Islam dan seru dan notif di kota Manado dan sekitarnya dan ada juga yang tidak bilang kalau dia sudah tidak ada hp no Killa yang cuma di di Yogyakarta Yogyakarta di Bali yang lebih baik dari pada itu bang jali jali,1,negatif
"Gajelas nih WhatsApp, gw ga salah apa apa tiba tiba diblokir. Padahal gw ga spam",1,negatif
Gi mana,5,positif
Ok,4,positif
Plis bisa update,4,positif
Sangt bagus,5,positif
Pie tow kik,5,positif
Layak untuk ditinggalkan,1,negatif
Bagus apk nya bisa buat komunikasi dg hemat kuota,5,positif
Good,5,positif
"Abis update pas ngirim vn ke seseorang kok ga ada suaranya, udah hapus cache, hapus data, intall ulang, masih tetep sama aja, tolong untuk pihak wa segera di perbaiki",1,negatif
Makin bagus updatenya,5,positif
"Makin sering di update makin lemot dan makin kurang fungsinya,setiap saat harus di update",2,positif
Suara status suka hilang,1,negatif
"Knp klo ada yg nlpn di wa,tidak keliatan yg memanggil,padahal sudah upgrade",2,positif
TOLONG HAPUS STIKER DI WA!,1,negatif
Menjangko komunikasi yang menghasilkan,5,positif
Sayur malam,2,positif
Bagus,5,positif
Mau nanya kenapa ya WhatsApp nya jika vc dan telepon suka mati sendiri????,4,positif
Update aah...,4,positif
wow🤩🤩🤩🤩🤩🤩🤩🤩🤩,5,positif
Mantap,5,positif
Lancar unt komunikasi,5,positif
Unduh .,5,positif
Siiip...,5,positif
good..🖒🖒🖒,5,positif
Baik,5,positif
fitur WhatsApp sekarang makin bagus. privasinya lebih dijaga,5,positif
Kenapa di saat videocall..suka ngeleg..tolong di perbaiki lagi ya min,5,positif
Semoga bisa didownload,1,negatif
Good,4,positif
"saran dong,grup dipisah dong kayak wa mod gitu,jadi gak jadi 1 sama chating",5,positif
wa semenjak diupdate tambah rusak,3,netral
"wa semakin kesini semakin banyak fitur baru,cuma aku pengen nyobain fitur kunci chat harus wa beta dulu ya",5,positif
Whatsapp sekarang tidak mendukung untuk hp kentang seperti versi kitkat hp kentang jadi tersingkir kan kasihan yg lain ga bisa mengunakan wa lagih🙂,5,positif
Sangat lah bagus,5,positif
Susah bet di download,1,negatif
Mantap,5,positif
Ogeh,5,positif
Ni WhatsApp knp ngk BS download buruk bener cb dong,5,positif
"Pengunduhan lelet lamaaaaaa, ini dr pg sampe magrib msh belum bisa🥴",3,netral
Kenapa Whatsapp tidak bisa menghapus kontak ri daftar blokir,2,positif
status jika di post menjadi buram dan tidak jelas gambarnya padahal video sudah di kompres tapi tetap saja buram,1,negatif
baik,1,negatif
"Saya tidak dapat menggunakan wa, karena d blokir. Saya bingung kenapa tiba'' wa saya di blokir. Bisa membatu saya supaya bisa pakai wa lagi",3,netral
akun sering ke blokir padahal gak ngelakuin apa apa,1,negatif
Can you separate notifications between impressions and voice messages,4,positif
Udah nyadangin chat malah ga bisa mulihin,1,negatif
selebihnya nya sih ok..cuma untuk status wa nya tambahin timer nya dong jadi 60 detik..terimakasih,5,positif
Perbaiki wa nya dong kayak dulu enak,1,negatif
"WA PLIS ILANGIN FITUR SEKALI LIHATT, ITU TEMAN SAYA NGIRIM PAP SEKALI LIHAT TEROSS JADI GA ADA KENANGANNYA🤡🤡🤡🤡🤡💔💔💔💔💔💔💔👎👎👎👎👎👎",1,negatif
"Sangat buruk, setelah update untuk video call menjadi video terjeda. Sangat buruk pembaharuan nya",1,negatif
Nih WA kok eror ya aku gada lo nge hide My World kok terhide Telor emng,1,negatif
F uucswaf,3,netral
Knp wa ini sekarang gak bsa lgi ini tolong lah,1,negatif
"Gk pernah yabung sulit kbykan nugu"" 5 menit klamak an",1,negatif
Tolong tambahkan fitur anti virus,3,netral
Tolong diperbaiki menit kode verifikasi bukan nambah nambah menitnya,4,positif
"Mau Bebas Ongkir, Susah😭😭",5,positif
APK MAKIN UPDATE MAKIN KEK T4I,1,negatif
Lumayn lah Tingkat kan lgi,3,netral
Lumayan,3,netral
"Mohon maaaf ini kenapa ya?,saya baru ganti nomor dan saya tidak spam chat atau mengirim hal hal aneh aneh,tapi kenapa nomor saya selalu diblokir. mohon untuk diperbaiki saya sedikit tergangu dengan hal ini dan mohon maaf apabila perkataan saya ada yang salah",3,netral
Terlalu sering di perbaharui. Aplikasi biasa saja.,1,negatif
Bagi pengembang aplikasi whatsApp utk tidak menurunkan kualitas video/gambar baik utk status atau pengiriman media. Sangat disayangkan hal itu terjadi karena pengguna whatsapp begitu byk tp hal seperti ini tidak diperhatikan.,2,positif
ga bisa masuk wa,1,negatif
Pencarian sangat mudah,5,positif
Woyyyy gk bisa di pake WA ny,5,positif
woi WhatsApp bisaaa gaaa fitur sekali liat di hapus ajaaa!! aku kan jadi ga bisa ngesv pap om dikkk🗿,1,negatif
Bagus,5,positif
Cukup bagus,4,positif
wa ko berputar putar aja...,5,positif
Mantul,5,positif
Aplikasi eeek,1,negatif
Bagus,5,positif
Saya tidak bisa memverifikasi akun saya saya sudah tunggu selama 1 bulan tolong perbaiki secepatnya,1,negatif
Watsap saya ga bisa masuk,4,positif
Bagus,5,positif
"tolong tambahin durasi klau mau up video di status, terimakasi",3,netral
Kenapa ada biaya operasional,1,negatif
Ngelag terus saat vc gk jelas gambar nyh,1,negatif
Kwnpa aplikasi whatsapp jdi jelek,3,netral
Sejauh ini dari smua apk untuk berkomunikasi secara pribadi yg paling ku suka itu WhatsApp,5,positif
Tololl semua nomber gw k blokir semua gw salah ap,1,negatif
Sangat bagus,5,positif
Tanggapan saya yah lumayan memuaskan,5,positif
Wa sangat bagus,4,positif
Kalau upload foto/vidio suka buram 😡,1,negatif
Ok,5,positif
Apk ini sangat Bagus,5,positif
Tiap buat status pasti selalu tampak buram..,3,netral
HALLO WA YANG SEKARANG BAGUS SEKALI,4,positif
Bagus,5,positif
"Tolong aktifkan kembali akun WhatsApp saya,jangan di spam atau di blokir",5,positif
Mantap bro,5,positif
Kenapa mau nyambungin perangkat ke laptop pake kode ga bisa ya tolong dong benerin,1,negatif
bagus,5,positif
Lumayan bagus👍,5,positif
Balikin bug wa.me/settings kak,5,positif
Suka sekali,5,positif
Mengembalikan watshap yang terhapus,5,positif
Sangat bagus skli aplikasinya,5,positif
"Kenapa whatsapp aaya di blokir, babtuan nya dong",1,negatif
Gokil,5,positif
Aplikasi ini bagus banget,1,negatif
Ya sagat suka,5,positif
mkin upgrade mkin lelet .. klau tdk beli rating psti dibwh rata2 skrg,1,negatif
Mantap,4,positif
Tolong saat mengunggah story whatsapp kualitas videonya lebih dijernihkan lagi.,4,positif
"love bgt sm wa, tp plisss penyimpanan nya jgn gede² klo buat data yaa",5,positif
"sbllumnya diblokir,dan skrg harus pake akun resmi,apa sih maksudnya??!!",1,negatif
Sangat bgs,5,positif
Sangat baguss,5,positif
"Tolong di perbaiki statusny,soalny grafikny kurang bagus tolong di perbaiki.saya ksih bintang 1 dulu karena grafik statusny kurang bagus kelihatan buram.",1,negatif
WhatsApp ini sangat bagus saya kasih bintang 100,5,positif
Oke recommended,5,positif
Mantaf,5,positif
Mode gelap tolong diubah warnanya hitam pekat..mode gelapnya bikin sakit mata,4,positif
makin kesini makin gk jelas whatsapp. tiba2 terblokir pdhal gk untuk ngapa2in! gk maksud di akal,1,negatif
Oke,5,positif
AJG💞💕💞💕💞💕💞💕💞💕💞💞💞💕💞💕💞💕💞💕💕💕💕💕💕💞💞💞💞💕💞💞💕💕💞💞💕💕💕💕💕💕,5,positif
No komen,2,positif
Makin burik,1,negatif
Woiiii WhatsApp kenapa setiap kali ganti nomer selalu saja di blokir saya sudah ganti tiga kali sangat buruk,1,negatif
Bagus,4,positif
"yang bner ngapa bgst, gw bikin story video ada lirik lagu nya malah macet. padahal gw puter di galeri lirik nya lancar² aja makin di perbarui malah rusak perbaiki lagi ngapa Mark!!",1,negatif
The best communication apk in the world,5,positif
Nomor saya di blokir berkali kali mohon jangan di blokir lagi!!,1,negatif
Suka bgt,5,positif
Ini gimana ya kok wa saya gak bisa di buka? Padahal gak ad saya apa² in loh tiba² udah gak bisa di buka aja. Tolong bantuan nya ya soal nya penting banget,3,netral
Oke,3,netral
😍,4,positif
Sebagai pengguna wa kenapa ga bisa kasih pesan berbintang lagi sungguh sangat di sayangkan,1,negatif
"Kadang"" kl dibuat sambungan telepon putus"" untuk lainya ok"" saja",4,positif
Baik,5,positif
banyak bug,1,negatif
Luar biasa,5,positif
Penurunan kualitas video saat membuat status sangat paraaaah,1,negatif
Tidak bisa nelfon,1,negatif
Bintang yang berbicara,1,negatif
Paling males buat setatus selalu pecah gambar nya,3,netral
Wa.me/settings,5,positif
"Fitur privasi masi ada bug nya, teman yg di privasi story masi bisa melihat story kita",4,positif
Bagus,3,netral
Butut,1,negatif
Update lagi agar bisa melihat berapa kali melihat Status,4,positif
Sangat membantu untuk chattingan dan telponan dengan keluarga dan teman²,5,positif
Mls saya ngasih bintang karena wa sya gk bisa di pke bagai mna ini,1,negatif
"MIN TOLONG DONGG PIDIO/FOTO YG DIKIRIM KE STORY JANGAN DITURUNIN KUALITAS NYAAAA, MASA PIDIO YG AWALNYA HD JDI BURIK BNGT ANJIR AH",3,netral
bagus,5,positif
Saya member,1,negatif
Ok,5,positif
Bagus sekali,5,positif
sangat baik,5,positif
Terimakasih buat aplikasi wa,5,positif
Hendrasaputra,5,positif
Sangat Memuaskan,5,positif
Mantap,5,positif
Sangat baik,5,positif
sw gw burem bet ajg,4,positif
"Assalamualaikum, Bpk/ibu Yth manager WhatsApp, tolong kritikan dari saya dijadikan teguran besar untuk kalian semua para pekerja dan manager WhatsApp, saya gak habis pikir sama pihak WhatsApp kenapa bisa sejahat ini, dengan seenaknya memblokir WhatsApp saya tanpa saya melakukan pelanggaran yang sudah tertera, akibat WhatsApp saya di blokir saya ga bisa ngabarin orang rumah saya keluarga besar saya, ibu dan ayah saya, diposisi ibu saya sedang kangen keberadaan saya, kurang ajar!!!!",1,negatif
ADAIN FITUR LIVE PLS🙏🙏🙏🙏,5,positif
"Busuk bgt barang updetan dislike,ga bisa ngirim cepat video",1,negatif
Bagus tambah keren,4,positif
"tolong untuk status di wa ditambahkan opsi kulaitas leboh jernih,karena selalu saja postingannya buram",5,positif
Sangat bagus,5,positif
move on,5,positif
W A.tidak berjalan.,5,positif
bagus,5,positif
Mabtap d watsApp,3,netral
Bagus,5,positif
Relfiyansah,5,positif
tidak av,2,positif
Bagus,5,positif
Mantap,5,positif
Skin lama,5,positif
"Wa saya sering force close karena Wa.me/Settings, saya harap segera duperbaiki karena ini menggangu kenyamanan saya menggunakan aplikasi ini..",1,negatif
Terlalu banyak apdetansi 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬😠😠😠😠😠😠😠😠😡,1,negatif
Makin aneh aja ini wa makin lelet buat upload,1,negatif
update kali ini jelek. pas liat story wa foto/video slalu saja ada kesalahan memutar. tolong di perbaiki lagi donk,5,positif
aplikasi yang sangat membantu,5,positif
Bagus,5,positif
"Lah, abis update 2 Juni 2023, malah burik kalau pasang status WA. Malah downgrade gini.",1,negatif
"Tolong dong min kok whatsapp saya ngak bisa ngirim pesan,sama kalau mau update stt itu ngka bisa tapi kalau liat story orang bisaa tolong di perbaiki dong ,saya suka dengan app ini tapi kalau masih kaya gini saya kecewaa",5,positif
Kadang foto suka ilang sendiri.... Mesti d unduh lg Baru² ini....,5,positif
Bagus,5,positif
WA goblokk kenpa akun gw di non aktif padahal gak ngapa ngapain,1,negatif
Knpa saya gak bisa apdate,1,negatif
Kenapa di saya g ada beri bintang nya yh?,3,netral
"Notif tidak ada padahal chat sudah di pin. Sering eror juga, kalo ga karna kerjaan males pake aplikasi ini.",1,negatif
Ok,2,positif
"Aplikasi nya bagus, tapi tolong hilangkan fitur telepon, saya males teleponan",4,positif
WKWKWK WA SKRNG CHTNYA BISA DI KUNCI YA JD MENDUKUNG PERSELINGKUHAN BGTTT🤣,5,positif
Knp hampir tiap bulan di perbaharui?,2,positif
"kenapa yaa wa ny tiba"" eror trs chat nya ILANG SEMUAAA PLSS HUAAA",1,negatif
"Bintang 5 nyaa tarr kalo wa udah ada filter cantik nya saat videocall biar makin kecee, yg stujuu Like🗿🗿",3,netral
Bagus,4,positif
Bagus,5,positif
Mantab men,5,positif
Banyak banget bug nya,1,negatif
"WHATSAPP KNP SI, CHAT GUA DIHAPUS SEMUA, MAIN HAPUS"" AJA, GA SUKA BNGT SM WHATSAPP SKRG, MAIN HPS HPS AJA!!!, PDHL AKU GA NGOTAK NGATIK APA APA, MALAH KEHAPUS SENDIRI, WHATSAPP SKRG ANEH BNGT MAIN HPS SEENAKNYA!!!KLO BISA INI YA KU KASI BINTANG -10000!!!",1,negatif
Berkebun bos,5,positif
Bagus sih,5,positif
masya Allah,4,positif
Ok,5,positif
Kok sekarang agak susah,4,positif
Saya tidak pernah menyalahgunakan whatsapp saya sudah ganti no 3 kali pake akun ini selalu si sepam dan tidak di ijinkan mengunakan whatsapp.saya bingung dg aplikasi ini sudah di imel sudah bikin pengaduan tetep aj depan sampe habis. 3 no GX jelas GX ada respon yg baik,1,negatif
saya tidak bisa menerima foto/video WhatsApp,1,negatif
Tlong dong hidupkan.w.a nya aku,1,negatif
"kalau bisa komen tanpa bintang, saya pasti komen tanpa bintang. aplikasi nya buruk sekali, dalam semalam nomer saya keluar dari whatsapp 4x dan pada akhir nya nomer saya di blokir dari akun whatsapp, padahal nomer ini sudah 4thn pakai whatsapp. lol.",1,negatif
Bagus sih,5,positif
"Bagus, Cepat, tapi kadang Signal lemah",4,positif
Ok,5,positif
"Eesewwwee, ss z se",4,positif
Sangat baik bagi saya apk ini,5,positif
min tambahin emoji 😅+😸,5,positif
Apl wa oke,5,positif
Mantap,5,positif
Apaan dah pilih media lain padahal mediaa ya dah di nyalain,1,negatif
Jelekkkkkkkk,1,negatif
Sngat mudah and simple,5,positif
"Gak tau jadi rusak ini WhatsApp, Gara gara ada fitur baru jadi aneh...bukannya baguss malah tambah rusakk",2,positif
"Kenapa WhatsApp sekarang pas buka obrolan waktu di scroll ke bawah terkadang malah langsung scroll ke atas ya, padahal touchscreen hp ga ada masalah saat di cek",1,negatif
"Menurut aku sih, WA nya kurang bagus kalau memposting fto atau vidio ke sw buram aku sempet pake wa ini dan gitu aja, trus aku ga pake wa ini lgi aku pake wa gb pro, dan gb pro lebih bagus dri pada ini 😎 bisa menyimpan vidio sw org"" dan melihat chat terhapus pokoknya wa ini kurang ""Mohon di perbaiki"" 🙏",2,positif
WA sy ilng ya,5,positif
Plz fix wa.me/setting crash on android,4,positif
Mantap,5,positif
Apk ga jelas,1,negatif
Kamu nanyeak??,5,positif
Kenapa sya tidak bisa mendownload wa,1,negatif
"bug suara, yang menggangu",2,positif
Baik,4,positif
Bagusss,5,positif
Aman,5,positif
Mantap,5,positif
istimewa,5,positif
Terumakasih,5,positif
"Terimakasih , baik untuk berkomunikasi",3,netral
Pdhl kuota banyak sinyl juga bgus pengaturan nya juga udh d izin in smua tapi knp tiap tlpon an hrus di jam miniml 4 jam udh mati sendiri sy sangat kecewa,1,negatif
Saya Cukup Puas,5,positif
Aaqa,5,positif
Ga jelas tiba 2 no WA bisa ga berguna,1,negatif
WhatsApp Whatsap Di Bergabung di WhatsApp,5,positif
Ok,5,positif
Kamu nanya,3,netral
Baguuuuuuuuuusss banget,5,positif
Nama Kontak Yang Saya Simpan Tidak Muncul Di WhatApp,4,positif
Bagus,5,positif
"apk wa apaan ini bangun tidur tiba2 wa udah di blokir, padahal ada berkas penting di wa saya tiba2 di blokir begitu saja",1,negatif
Menurut saya tab komunitas kurang berguna. Lebih baik digabungkan saja chat grup dimasukkan tab komunitas. Pengelolaan grup dan komunitas jadi satu di dalam tab komunitas Karena fungsinya hampir sama yaitu mengumpulkan orang,4,positif
"Mohon diperbaiki kembali, app sekarang tak sebagus dulu.. semangat 💪",2,positif
Lumayan bagus juga,3,netral
Alhamdulillaah bermanfaat,5,positif
Bagus,5,positif
Baik,4,positif
Sangat membantu 👍,5,positif
Maaf sy bintang satu karena akun sy gak bisa masuk wa,1,negatif
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,3,netral
Banyak penurunan,2,positif
senang bisa tau aplikasi ini🤗,5,positif
Bagus sih tapi klo lgi main game sambil tlp suka mati sendiri..,4,positif
1æ,1,negatif
Ini bisa saya bikin senang,5,positif
Sanget memuaskan dg aplikasi ini,5,positif
